replicas,virtual users,node response,failed rate,http reqs,http req duration (95%)
2,25.0,3.1143508075443864,0.0,7322.538878855858,32.344033515265636
2,50.0,4.322510520576182,0.0,15719.440064351526,37.17032394044579
2,75.0,5.837716391679264,0.0,22076.478901377945,38.52197691423907
2,100.0,7.066772743517221,0.0,29968.332018414752,36.940263068347406
2,125.0,7.551409608886843,0.0,38828.13472572614,39.22360839932355
2,250.0,13.222567865242276,0.0,74328.41787521155,54.21909516855852
2,375.0,19.53120746236461,0.0,106926.70510078892,71.15455211686015
2,500.0,26.70893652319785,0.0,146865.4572071805,127.36505296817886
2,625.0,30.280248372424882,0.0,193050.2216361996,268.40672024867973
2,750.0,37.14811719150883,0.0,219638.0457364338,408.72771215696883
4,25.0,3.080311165528689,0.0,7858.447300863294,32.65148183714605
4,50.0,4.393949533346466,0.0,15554.974895619605,38.397974216967434
4,75.0,5.173546893229127,0.0,22880.9687829038,36.055409205892566
4,100.0,8.620534848227724,0.057477651258443486,29672.237507746937,41.67083628409865
4,125.0,7.706429478807717,0.0,36489.83584142416,43.213383284232165
4,250.0,15.699611827920194,0.0,76009.93505438414,54.66821141823901
4,375.0,19.001015522904925,0.0,116270.71754516293,72.4975490370746
4,500.0,28.82285704800076,0.0,145820.39163705896,123.46310904088746
4,625.0,29.416756663056265,0.0,183550.59573801616,257.2122019891194
4,750.0,42.225608160481514,0.0,224792.33655612942,501.29474684174085
6,25.0,3.3999618070608357,0.0,7596.762013477359,34.09815591221007
6,50.0,4.531948121970611,0.0,14611.930343538914,38.24428789354427
6,75.0,5.2199808519068736,0.0,22087.80733542233,37.78933721810856
6,100.0,10.03246666061604,0.054066854517761866,31311.220231264957,44.60752945966059
6,125.0,6.79003867985631,0.0,38247.938104311535,40.078115104140075
6,250.0,17.231360061240895,0.0,78738.3682044646,45.72698432924632
6,375.0,18.21226440101047,0.0,109646.52223086722,66.72898448500193
6,500.0,30.77720244865837,0.0,145276.97251796137,120.4734076916629
6,625.0,29.81375300284141,0.0,184816.83761707667,252.78030800996657
6,750.0,46.647790648737114,0.0,229576.9415130925,592.0477885559995
8,25.0,3.288756394590341,0.0,7486.7985969946685,32.15687095698995
8,50.0,4.455851125523184,0.0,15525.742635481482,36.46331082715542
8,75.0,4.924054969911581,0.0,23170.90531798078,36.38680699514338
8,100.0,9.870694287866963,0.014678356914138678,29061.94939176738,43.468280306258
8,125.0,7.3827289808178795,0.0,35710.41867646612,42.42748945618239
8,250.0,16.104712263538996,0.0,77162.6327184198,46.47697650352369
8,375.0,16.65158548027511,0.0,106986.6233913815,66.32716113522318
8,500.0,30.247779810295786,0.0,149901.73442354501,117.99560408650767
8,625.0,29.142562796426823,0.0,194382.1764019177,295.35433383590845
8,750.0,47.60089287667428,0.0,214388.59132941265,687.3816982467633
